age,income,employment_type,credit_score,loan_amount,existing_emi,loan_term,years_of_experience,marital_status,education,dependents,debt_to_income,loan_to_income,emi_to_income,default
42,43195,Salaried,767.0,104287,2146.0,36,8.0,Single,Master,1,0.5962,2.4143,0.5962,0
26,61258,Salaried,623.0,80733,110.0,48,7.0,Married,High School,1,0.0215,1.3179,0.0215,0
46,50319,Salaried,658.0,49921,1432.0,84,,Single,Bachelor,4,0.3415,0.9921,0.3415,0
59,30222,Salaried,756.0,96849,366.0,24,5.0,Divorced,Bachelor,0,0.1453,3.2046,0.1453,0
32,60926,Salaried,684.0,141169,1225.0,84,10.0,Married,PhD,2,0.2413,2.3171,0.2413,0
55,16006,Salaried,723.0,64729,666.0,120,2.0,Single,Master,1,0.4993,4.044,0.4993,0
34,65688,Freelancer,662.0,247595,763.0,48,2.0,Married,Bachelor,0,0.1394,3.7693,0.1394,0
42,23093,Self-Employed,648.0,105992,1020.0,60,12.0,Single,Master,4,0.53,4.5898,0.53,0
43,16962,Business,598.0,49949,641.0,60,13.0,Married,Bachelor,0,0.4535,2.9448,0.4535,0
27,53858,Salaried,536.0,64636,903.0,24,16.0,Married,Bachelor,3,0.2012,1.2001,0.2012,0
60,28125,Salaried,571.0,48796,435.0,84,5.0,Single,High School,1,0.1856,1.735,0.1856,0
45,87206,Salaried,624.0,406803,1239.0,48,0.0,Single,Bachelor,3,0.1705,4.6649,0.1705,0
33,48009,Business,640.0,89387,126.0,36,0.0,Single,Bachelor,3,0.0315,1.8619,0.0315,0
41,32730,Salaried,675.0,87118,71.0,48,14.0,Single,Bachelor,2,0.026,2.6617,0.026,0
61,52605,Salaried,599.0,125295,505.0,36,12.0,Single,Bachelor,4,0.1152,2.3818,0.1152,0
30,74315,Salaried,758.0,337259,2742.0,120,10.0,Widowed,High School,0,0.4428,4.5382,0.4428,0
29,74710,Self-Employed,787.0,297673,2802.0,120,11.0,Single,Bachelor,3,0.4501,3.9844,0.4501,0
35,71343,Salaried,730.0,47098,2323.0,60,11.0,Single,Bachelor,2,0.3907,0.6602,0.3907,0
22,62547,Salaried,666.0,162478,1871.0,48,17.0,Widowed,High School,1,0.359,2.5977,0.359,0
45,75368,Self-Employed,522.0,205803,294.0,84,2.0,Married,Bachelor,2,0.0468,2.7306,0.0468,0
33,47914,Business,577.0,38589,234.0,24,3.0,Married,Bachelor,2,0.0586,0.8054,0.0586,0
54,53062,Salaried,631.0,111351,1629.0,84,10.0,Single,Master,2,0.3684,2.0985,0.3684,0
54,43483,Self-Employed,850.0,103365,1572.0,120,11.0,Married,High School,0,0.4338,2.3771,0.4338,0
55,93244,Salaried,750.0,402396,615.0,36,1.0,Single,Bachelor,0,0.0791,4.3155,0.0791,0
58,24444,Unemployed,690.0,117801,296.0,36,12.0,Married,High School,0,0.1453,4.8192,0.1453,0
23,162395,Business,714.0,329267,4114.0,48,5.0,Widowed,Bachelor,1,0.304,2.0276,0.304,0
62,59519,Self-Employed,596.0,172082,554.0,60,10.0,Married,High School,0,0.1117,2.8912,0.1117,0
26,91810,Salaried,726.0,432126,539.0,60,1.0,Single,Bachelor,2,0.0704,4.7067,0.0704,0
39,10000,Self-Employed,663.0,26176,436.0,84,0.0,Married,Master,1,0.5232,2.6176,0.5232,0
23,153237,Business,483.0,297186,1722.0,48,10.0,Married,High School,3,0.1348,1.9394,0.1348,0
38,93493,Business,616.0,93956,250.0,84,18.0,Married,Bachelor,2,0.0321,1.005,0.0321,0
59,95122,Business,568.0,303135,4308.0,24,8.0,Married,Bachelor,0,0.5435,3.1868,0.5435,0
29,56498,Salaried,769.0,187605,,36,17.0,Married,High School,0,0.0344,3.3206,0.0344,0
32,79289,Salaried,721.0,204064,2932.0,12,1.0,Married,Bachelor,2,0.4437,2.5737,0.4437,0
25,52203,Self-Employed,555.0,192442,2303.0,120,3.0,Widowed,Bachelor,3,0.5294,3.6864,0.5294,0
23,52311,Salaried,,142653,1004.0,24,10.0,Divorced,High School,2,0.2303,2.727,0.2303,0
31,63520,Salaried,462.0,241578,1103.0,12,10.0,Single,Master,2,0.2084,3.8032,0.2084,0
50,51308,Salaried,675.0,56491,499.0,84,5.0,Married,Master,0,0.1167,1.101,0.1167,0
24,47485,Salaried,776.0,43201,897.0,60,10.0,Single,Master,1,0.2267,0.9098,0.2267,0
25,45981,Business,614.0,179954,1025.0,24,5.0,Married,Bachelor,2,0.2675,3.9137,0.2675,0
21,83354,Business,570.0,347751,527.0,12,8.0,Single,High School,0,0.0759,4.172,0.0759,0
47,10000,Self-Employed,702.0,14673,108.0,24,9.0,Married,Master,1,0.1296,1.4673,0.1296,0
48,92728,Business,662.0,73997,1732.0,120,17.0,Married,Bachelor,0,0.2241,0.798,0.2241,0
49,22337,Self-Employed,659.0,17953,409.0,120,3.0,Single,Bachelor,2,0.2197,0.8037,0.2197,0
38,86900,Self-Employed,633.0,135287,603.0,60,10.0,Divorced,Master,2,0.0833,1.5568,0.0833,0
32,86560,Salaried,602.0,254953,4209.0,84,12.0,Married,Master,2,0.5835,2.9454,0.5835,0
33,63104,Freelancer,624.0,208990,2790.0,60,19.0,Married,Bachelor,1,0.5306,3.3118,0.5306,0
61,39988,Self-Employed,626.0,173842,1779.0,36,15.0,Married,Master,2,0.5339,4.3474,0.5339,0
22,43057,Self-Employed,616.0,186635,311.0,12,11.0,Divorced,Bachelor,5,0.0867,4.3346,0.0867,0
57,33380,Salaried,630.0,143705,811.0,36,0.0,Single,Bachelor,2,0.2916,4.3051,0.2916,0
36,77292,Salaried,692.0,123894,2648.0,60,10.0,Married,Bachelor,3,0.4111,1.6029,0.4111,0
44,75086,Freelancer,750.0,220700,162.0,24,13.0,Married,High School,0,0.0259,2.9393,0.0259,0
55,10000,Unemployed,635.0,32691,11.0,120,2.0,Divorced,Bachelor,2,0.0132,3.2691,0.0132,0
42,113089,Business,657.0,297836,1086.0,48,3.0,Married,Master,0,0.1152,2.6336,0.1152,0
56,100856,Freelancer,478.0,61856,1856.0,24,17.0,Married,High School,0,0.2208,0.6133,0.2208,0
31,69526,Salaried,715.0,150964,461.0,12,14.0,Divorced,Bachelor,1,0.0796,2.1713,0.0796,0
49,82171,Salaried,476.0,93108,705.0,84,0.0,Divorced,Bachelor,1,0.103,1.1331,0.103,0
55,64746,Freelancer,650.0,37037,2644.0,24,8.0,Married,Bachelor,2,0.49,0.572,0.49,0
35,45918,Salaried,561.0,46493,,84,7.0,Single,Bachelor,3,0.4782,1.0125,0.4782,0
51,91952,Salaried,673.0,361154,3567.0,24,15.0,Married,PhD,3,0.4655,3.9276,0.4655,0
62,71699,Business,715.0,254756,862.0,84,,Married,High School,1,0.1443,3.5531,0.1443,0
61,32662,Self-Employed,666.0,93475,356.0,120,9.0,Married,Bachelor,2,0.1308,2.8619,0.1308,0
63,60078,Salaried,726.0,254795,2666.0,120,2.0,Single,Master,2,0.5325,4.2411,0.5325,0
36,10000,Self-Employed,568.0,23431,433.0,60,5.0,Single,Bachelor,3,0.5196,2.3431,0.5196,0
30,69679,Freelancer,605.0,128849,1280.0,12,0.0,Married,High School,1,0.2204,1.8492,0.2204,0
52,34368,Business,630.0,80454,991.0,48,0.0,Single,Bachelor,0,0.346,2.341,0.346,0
22,56805,Self-Employed,756.0,64620,2032.0,60,21.0,Single,PhD,2,0.4293,1.1376,0.4293,0
44,24722,Unemployed,535.0,84674,1154.0,60,6.0,Married,Bachelor,2,0.5601,3.425,0.5601,0
43,10000,Self-Employed,570.0,26882,29.0,24,6.0,Married,Bachelor,4,0.0348,2.6882,0.0348,0
22,76357,Salaried,659.0,369829,2181.0,84,7.0,Married,PhD,0,0.3428,4.8434,0.3428,0
58,68117,Salaried,659.0,232949,3122.0,24,8.0,Single,Master,2,0.55,3.4198,0.55,0
51,54377,Salaried,688.0,188470,711.0,60,10.0,Single,Bachelor,1,0.1569,3.466,0.1569,0
60,30348,Salaried,,107499,115.0,36,3.0,Married,PhD,1,0.0455,3.5422,0.0455,0
46,86731,Salaried,631.0,92835,,12,15.0,Married,High School,3,0.0743,1.0704,0.0743,0
49,47726,Salaried,595.0,219272,226.0,48,4.0,Married,Master,3,0.0568,4.5944,0.0568,0
23,52465,Salaried,690.0,121494,194.0,60,0.0,Single,Bachelor,2,0.0444,2.3157,0.0444,0
34,56908,Salaried,736.0,93966,482.0,48,1.0,Married,Bachelor,0,0.1016,1.6512,0.1016,0
45,36159,Salaried,604.0,24196,1226.0,36,7.0,Divorced,Bachelor,1,0.4069,0.6692,0.4069,0
21,32866,Salaried,760.0,123035,41.0,36,12.0,Single,High School,0,0.015,3.7435,0.015,0
23,63845,Salaried,765.0,213365,,24,12.0,Married,Bachelor,1,0.1913,3.3419,0.1913,0
46,85882,Salaried,726.0,185291,2064.0,48,14.0,Married,High School,2,0.2884,2.1575,0.2884,0
38,109125,Salaried,478.0,224907,988.0,60,1.0,Single,High School,2,0.1086,2.061,0.1086,0
29,64805,Self-Employed,651.0,203255,413.0,36,14.0,Single,Bachelor,2,0.0765,3.1364,0.0765,0
58,97092,Salaried,599.0,83212,286.0,48,10.0,Married,Master,2,0.0353,0.857,0.0353,0
43,49277,Self-Employed,616.0,235925,2460.0,60,6.0,Single,High School,2,0.5991,4.7877,0.5991,0
41,71400,Business,732.0,117308,526.0,60,4.0,Single,Bachelor,2,0.0884,1.643,0.0884,0
21,59673,Salaried,773.0,116756,2036.0,60,3.0,Single,Bachelor,1,0.4094,1.9566,0.4094,0
41,66782,Salaried,701.0,138439,2229.0,120,10.0,Single,High School,1,0.4005,2.073,0.4005,0
47,68503,Salaried,660.0,289198,2066.0,48,8.0,Married,Master,0,0.3619,4.2217,0.3619,0
62,10000,Freelancer,567.0,7620,384.0,60,0.0,Single,Master,3,0.4608,0.762,0.4608,0
26,10628,Unemployed,615.0,27695,192.0,48,6.0,Single,High School,3,0.2168,2.6059,0.2168,0
64,75199,Salaried,716.0,309467,2196.0,60,5.0,Married,PhD,3,0.3504,4.1153,0.3504,0
56,52394,Salaried,561.0,227117,439.0,48,13.0,Married,Bachelor,2,0.1005,4.3348,0.1005,0
48,68675,Salaried,,221914,1289.0,36,9.0,Married,High School,2,0.2252,3.2314,0.2252,0
37,55522,Salaried,708.0,117972,2704.0,84,5.0,Single,Bachelor,1,0.5844,2.1248,0.5844,0
60,94699,Self-Employed,,325555,2975.0,48,4.0,Married,Bachelor,0,0.377,3.4378,0.377,0
23,23125,Unemployed,573.0,39046,200.0,36,9.0,Single,Bachelor,1,0.1038,1.6885,0.1038,0
32,58948,Freelancer,559.0,67325,2718.0,60,4.0,Single,Bachelor,5,0.5533,1.1421,0.5533,0
59,47436,Self-Employed,486.0,72568,999.0,84,0.0,Married,High School,0,0.2527,1.5298,0.2527,0
32,53677,Salaried,553.0,200131,966.0,36,9.0,Divorced,PhD,2,0.216,3.7284,0.216,0
22,63285,Salaried,839.0,267280,1316.0,60,7.0,Married,Master,3,0.2495,4.2234,0.2495,0
42,40978,Self-Employed,423.0,72543,965.0,36,7.0,Single,Bachelor,1,0.2826,1.7703,0.2826,0
43,91441,Business,798.0,395974,1589.0,24,8.0,Divorced,High School,2,0.2085,4.3304,0.2085,0
50,32437,Salaried,529.0,110651,298.0,12,10.0,Single,Bachelor,3,0.1102,3.4113,0.1102,0
25,48536,Salaried,528.0,100951,356.0,60,1.0,Divorced,Bachelor,2,0.088,2.0799,0.088,0
29,80977,Self-Employed,753.0,396721,2149.0,48,3.0,Married,Master,2,0.3185,4.8992,0.3185,0
41,102461,Self-Employed,695.0,118885,1202.0,12,15.0,Married,Master,1,0.1408,1.1603,0.1408,0
31,57241,Salaried,757.0,235954,2539.0,36,13.0,Married,Master,2,0.5323,4.1221,0.5323,0
25,65541,Business,546.0,225814,2977.0,84,18.0,Widowed,Bachelor,0,0.5451,3.4454,0.5451,0
55,37334,Salaried,716.0,181218,623.0,60,11.0,Divorced,Master,0,0.2002,4.854,0.2002,0
47,52847,Salaried,704.0,225215,460.0,12,11.0,Married,High School,2,0.1045,4.2616,0.1045,0
22,82333,Freelancer,507.0,209958,3191.0,48,7.0,Married,Bachelor,1,0.4651,2.5501,0.4651,0
44,85362,Business,475.0,361844,430.0,36,0.0,Married,High School,3,0.0604,4.2389,0.0604,0
51,38846,Salaried,682.0,19531,1724.0,12,11.0,Married,Master,1,0.5326,0.5028,0.5326,0
53,21307,Self-Employed,662.0,15454,413.0,120,7.0,Divorced,Master,3,0.2326,0.7253,0.2326,0
59,46163,Salaried,659.0,126073,541.0,12,0.0,Single,High School,0,0.1406,2.731,0.1406,0
50,55179,Salaried,667.0,192380,2354.0,84,10.0,Single,Bachelor,4,0.5119,3.4865,0.5119,0
57,45289,Salaried,707.0,33759,1456.0,36,13.0,Widowed,PhD,1,0.3858,0.7454,0.3858,0
48,51585,Freelancer,545.0,205275,65.0,120,3.0,Divorced,Bachelor,0,0.0151,3.9794,0.0151,0
51,27446,Salaried,850.0,104678,1330.0,60,6.0,Single,Bachelor,3,0.5815,3.814,0.5815,0
31,69767,Self-Employed,770.0,70766,3419.0,12,9.0,Single,Bachelor,4,0.5881,1.0143,0.5881,0
43,57402,Salaried,710.0,149323,2422.0,48,3.0,Widowed,Bachelor,4,0.5063,2.6014,0.5063,0
22,79937,Salaried,606.0,185235,3328.0,36,7.0,Married,PhD,0,0.4996,2.3173,0.4996,0
60,97360,Freelancer,542.0,266575,540.0,24,9.0,Married,Bachelor,2,0.0666,2.738,0.0666,0
61,34210,Salaried,616.0,30025,167.0,36,12.0,Single,High School,2,0.0586,0.8777,0.0586,0
47,43724,Salaried,504.0,69248,133.0,24,7.0,Divorced,High School,2,0.0365,1.5838,0.0365,0
55,53917,Salaried,695.0,269139,865.0,120,10.0,Single,High School,1,0.1925,4.9917,0.1925,0
22,45137,Salaried,668.0,148304,481.0,60,6.0,Single,Bachelor,1,0.1279,3.2856,0.1279,0
59,32335,Self-Employed,521.0,110839,519.0,120,8.0,Single,Master,3,0.1926,3.4278,0.1926,0
57,67845,Self-Employed,692.0,214860,2229.0,36,9.0,Divorced,Bachelor,3,0.3943,3.1669,0.3943,0
41,50845,Self-Employed,590.0,193532,681.0,12,0.0,Married,PhD,3,0.1607,3.8063,0.1607,0
25,60490,Self-Employed,562.0,242822,1469.0,12,4.0,Married,Master,2,0.2914,4.0143,0.2914,0
41,39698,Salaried,812.0,21873,1351.0,120,13.0,Married,Bachelor,2,0.4084,0.551,0.4084,0
49,57119,Salaried,654.0,136623,438.0,12,0.0,Divorced,Bachelor,0,0.092,2.3919,0.092,0
40,125114,Business,557.0,608839,6201.0,36,9.0,Married,Bachelor,2,0.5948,4.8663,0.5948,0
58,54538,Self-Employed,584.0,187860,2367.0,12,14.0,Married,High School,2,0.5208,3.4446,0.5208,0
40,67917,Salaried,631.0,306196,2499.0,24,13.0,Widowed,Bachelor,1,0.4415,4.5084,0.4415,0
45,55887,Salaried,634.0,123293,2763.0,48,12.0,Married,Bachelor,3,0.5933,2.2061,0.5933,0
22,36037,Self-Employed,747.0,36205,152.0,12,16.0,Married,Bachelor,3,0.0506,1.0047,0.0506,0
52,40800,Salaried,777.0,51722,106.0,60,14.0,Divorced,Bachelor,4,0.0312,1.2677,0.0312,0
46,84303,Freelancer,745.0,171108,1082.0,48,6.0,Married,Bachelor,1,0.154,2.0297,0.154,0
26,58731,Salaried,551.0,280537,987.0,84,11.0,Married,Bachelor,2,0.2017,4.7766,0.2017,0
61,16911,Unemployed,738.0,82209,,24,1.0,Single,Bachelor,4,0.3988,4.8613,0.3988,0
23,95807,Business,588.0,419425,4778.0,120,12.0,Married,High School,1,0.5985,4.3778,0.5985,0
53,124546,Business,492.0,376137,5655.0,12,7.0,Married,Bachelor,3,0.5449,3.0201,0.5449,0
21,30031,Salaried,548.0,90919,976.0,48,13.0,Single,Bachelor,5,0.39,3.0275,0.39,1
25,55097,Salaried,850.0,234560,567.0,120,9.0,Divorced,Master,2,0.1235,4.2572,0.1235,0
33,113355,Self-Employed,693.0,85630,3149.0,12,12.0,Single,High School,5,0.3334,0.7554,0.3334,0
39,27984,Salaried,650.0,67044,1052.0,60,8.0,Married,Bachelor,2,0.4511,2.3958,0.4511,0
32,36728,Freelancer,576.0,121890,1453.0,36,6.0,Married,Bachelor,0,0.4747,3.3187,0.4747,0
45,89219,Salaried,697.0,83064,4415.0,120,9.0,Married,High School,0,0.5938,0.931,0.5938,0
55,36705,Self-Employed,650.0,32609,119.0,12,0.0,Single,Bachelor,2,0.0389,0.8884,0.0389,0
32,42514,Freelancer,684.0,65644,2003.0,24,7.0,Married,Bachelor,0,0.5654,1.5441,0.5654,0
50,32281,Salaried,684.0,101077,266.0,12,5.0,Single,Bachelor,2,0.0989,3.1312,0.0989,0
25,17698,Unemployed,655.0,75561,562.0,24,1.0,Single,High School,0,0.3811,4.2695,0.3811,0
54,91172,Salaried,603.0,292324,3060.0,12,4.0,Single,Bachelor,5,0.4028,3.2063,0.4028,0
42,14169,Self-Employed,595.0,49430,192.0,84,1.0,Single,High School,0,0.1626,3.4886,0.1626,0
59,169966,Business,385.0,329882,1332.0,120,0.0,Single,Bachelor,2,0.094,1.9409,0.094,0
33,76160,Salaried,701.0,177116,1185.0,36,5.0,Married,Master,2,0.1867,2.3256,0.1867,0
23,121866,Salaried,601.0,491996,1804.0,60,10.0,Divorced,High School,3,0.1776,4.0372,0.1776,0
40,47933,Salaried,850.0,192360,1898.0,60,0.0,Married,Bachelor,1,0.4752,4.0131,0.4752,0
51,84833,Salaried,538.0,420266,894.0,36,7.0,Married,Bachelor,4,0.1265,4.954,0.1265,0
25,34604,Salaried,727.0,18387,1261.0,84,8.0,Married,Bachelor,1,0.4373,0.5314,0.4373,0
44,35759,Salaried,639.0,132261,267.0,36,7.0,Married,Bachelor,1,0.0896,3.6987,0.0896,0
60,67216,Salaried,602.0,327608,1353.0,36,12.0,Married,Bachelor,2,0.2415,4.874,0.2415,0
53,79197,Salaried,561.0,364694,670.0,48,23.0,Married,High School,2,0.1015,4.6049,0.1015,0
28,14176,Unemployed,712.0,30372,657.0,48,16.0,Single,High School,2,0.5562,2.1425,0.5562,0
44,70657,Self-Employed,604.0,185959,2843.0,84,4.0,Single,Bachelor,2,0.4828,2.6319,0.4828,0
40,52375,Salaried,714.0,138531,45.0,36,3.0,Married,High School,1,0.0103,2.645,0.0103,0
36,29584,Self-Employed,715.0,97361,529.0,84,5.0,Married,High School,0,0.2146,3.291,0.2146,0
32,80253,Business,,180983,1399.0,12,10.0,Divorced,Bachelor,1,0.2092,2.2552,0.2092,0
33,70375,Salaried,784.0,77390,1681.0,12,8.0,Single,High School,4,0.2866,1.0997,0.2866,0
62,54126,Business,728.0,232021,589.0,24,8.0,Single,High School,3,0.1306,4.2867,0.1306,0
59,46526,Self-Employed,693.0,142371,1241.0,60,8.0,Married,High School,0,0.3201,3.06,0.3201,0
45,119943,Business,690.0,576186,1915.0,84,8.0,Divorced,High School,0,0.1916,4.8038,0.1916,0
52,128062,Business,496.0,218426,2650.0,24,9.0,Married,Master,1,0.2483,1.7056,0.2483,0
44,63163,Business,655.0,197577,1311.0,60,12.0,Married,High School,3,0.2491,3.128,0.2491,0
64,56821,Salaried,692.0,51976,2268.0,12,9.0,Single,Bachelor,0,0.479,0.9147,0.479,0
29,60001,Salaried,763.0,87672,1822.0,84,2.0,Married,Bachelor,2,0.3644,1.4612,0.3644,0
60,28646,Self-Employed,553.0,107522,480.0,84,12.0,Married,Bachelor,1,0.2011,3.7535,0.2011,0
43,72872,Salaried,824.0,232113,2973.0,84,13.0,Divorced,High School,2,0.4896,3.1852,0.4896,0
33,73025,Salaried,619.0,359253,971.0,12,,Single,Master,0,0.1596,4.9196,0.1596,0
52,89930,Salaried,615.0,186647,796.0,48,9.0,Married,Master,1,0.1062,2.0755,0.1062,0
35,79875,Salaried,850.0,229165,412.0,36,5.0,Married,High School,2,0.0619,2.869,0.0619,0
56,34282,Salaried,610.0,171328,1165.0,36,4.0,Single,High School,2,0.4078,4.9976,0.4078,0
25,52301,Salaried,595.0,35701,735.0,24,4.0,Married,Bachelor,3,0.1686,0.6826,0.1686,0
42,10000,Self-Employed,479.0,32248,205.0,48,5.0,Married,Master,0,0.246,3.2248,0.246,0
36,56211,Salaried,600.0,275111,2581.0,36,15.0,Single,Bachelor,2,0.551,4.8943,0.551,0
61,85313,Salaried,561.0,151020,1972.0,48,7.0,Divorced,Bachelor,0,0.2774,1.7702,0.2774,0
30,75306,Salaried,518.0,38581,868.0,48,3.0,Single,High School,2,0.1383,0.5123,0.1383,0
44,68847,Business,697.0,108930,2490.0,60,6.0,Widowed,Bachelor,0,0.434,1.5822,0.434,0
38,15212,Business,553.0,40842,569.0,24,11.0,Divorced,High School,0,0.4489,2.6849,0.4489,0
38,79973,Salaried,678.0,88131,3960.0,120,15.0,Married,Bachelor,1,0.5942,1.102,0.5942,0
27,32518,Salaried,796.0,97521,187.0,120,10.0,Single,High School,1,0.069,2.999,0.069,0
24,94679,Business,579.0,365851,1322.0,84,7.0,Divorced,High School,1,0.1676,3.8641,0.1676,0
46,90821,Freelancer,721.0,107787,916.0,84,16.0,Married,Bachelor,2,0.121,1.1868,0.121,0
25,57224,Salaried,588.0,128714,1590.0,120,6.0,Single,Bachelor,1,0.3334,2.2493,0.3334,0
36,27131,Self-Employed,840.0,69859,1266.0,36,6.0,Married,Bachelor,0,0.5599,2.5749,0.5599,0
55,51817,Salaried,613.0,176299,1465.0,12,2.0,Single,Master,1,0.3393,3.4023,0.3393,0
46,76476,Salaried,579.0,264316,947.0,120,4.0,Widowed,High School,0,0.1486,3.4562,0.1486,0
38,69050,Business,850.0,202577,1367.0,12,2.0,Divorced,Bachelor,0,0.2376,2.9338,0.2376,0
49,71916,Salaried,576.0,49303,2779.0,12,1.0,Divorced,Bachelor,0,0.4637,0.6856,0.4637,0
43,111740,Business,511.0,311441,2847.0,60,7.0,Married,Bachelor,0,0.3057,2.7872,0.3057,0
34,54322,Salaried,748.0,35169,567.0,120,5.0,Married,Master,3,0.1253,0.6474,0.1253,0
35,63957,Self-Employed,,275516,2226.0,12,14.0,Single,High School,2,0.4177,4.3078,0.4177,0
53,54647,Salaried,736.0,208628,1906.0,84,9.0,Single,High School,2,0.4185,3.8177,0.4185,0
45,104536,Salaried,648.0,265501,,48,11.0,Single,Bachelor,2,0.5763,2.5398,0.5763,0
41,23662,Salaried,680.0,71509,1010.0,24,10.0,Married,Bachelor,4,0.5122,3.0221,0.5122,0
37,38381,Salaried,626.0,88463,1626.0,60,2.0,Divorced,High School,1,0.5084,2.3049,0.5084,0
43,64759,Salaried,500.0,253317,2920.0,84,6.0,Widowed,Bachelor,1,0.5411,3.9117,0.5411,0
63,29207,Salaried,625.0,140281,912.0,120,10.0,Single,Bachelor,5,0.3747,4.803,0.3747,0
37,49347,Salaried,603.0,190501,1178.0,12,0.0,Married,Bachelor,3,0.2865,3.8604,0.2865,0
34,149227,Business,784.0,375307,357.0,84,0.0,Married,High School,3,0.0287,2.515,0.0287,0
49,70506,Self-Employed,699.0,76079,1391.0,84,8.0,Married,High School,2,0.2367,1.079,0.2367,0
40,74724,Salaried,503.0,131908,1867.0,36,6.0,Married,High School,2,0.2998,1.7653,0.2998,0
50,88321,Salaried,621.0,270224,4166.0,84,0.0,Married,Bachelor,2,0.566,3.0596,0.566,0
39,41095,Self-Employed,560.0,26907,1116.0,60,0.0,Divorced,High School,2,0.3259,0.6548,0.3259,0
59,68079,Freelancer,541.0,224972,2025.0,36,3.0,Married,Master,1,0.3569,3.3046,0.3569,0
33,57415,Salaried,481.0,108018,1817.0,120,10.0,Married,High School,3,0.3798,1.8814,0.3798,0
38,58905,Salaried,850.0,82015,2713.0,36,5.0,Single,Master,4,0.5527,1.3923,0.5527,0
43,69363,Self-Employed,566.0,210019,1367.0,48,13.0,Single,Bachelor,2,0.2365,3.0278,0.2365,0
53,51645,Salaried,644.0,139847,2362.0,48,4.0,Married,High School,1,0.5488,2.7079,0.5488,0
59,62016,Salaried,581.0,145731,1802.0,24,5.0,Married,Bachelor,2,0.3487,2.3499,0.3487,0
60,128707,Business,438.0,230777,359.0,60,19.0,Divorced,Bachelor,0,0.0335,1.793,0.0335,0
38,10000,Salaried,646.0,21153,201.0,12,12.0,Married,Bachelor,4,0.2412,2.1153,0.2412,0
29,72135,Salaried,736.0,112512,,60,13.0,Married,Bachelor,2,0.0521,1.5597,0.0521,0
53,59973,Self-Employed,747.0,289547,629.0,24,4.0,Married,Bachelor,0,0.1259,4.828,0.1259,0
52,22435,Salaried,765.0,85115,405.0,84,6.0,Single,Bachelor,2,0.2166,3.7938,0.2166,0
37,42352,Business,656.0,75494,2036.0,36,8.0,Married,Bachelor,3,0.5769,1.7825,0.5769,0
39,32684,Freelancer,621.0,101866,,48,6.0,Married,Bachelor,1,0.3525,3.1167,0.3525,0
47,51746,Self-Employed,561.0,85795,2543.0,24,8.0,Single,High School,0,0.5897,1.658,0.5897,0
26,31898,Self-Employed,703.0,24277,489.0,24,8.0,Single,Master,1,0.184,0.7611,0.184,0
55,48223,Self-Employed,672.0,94858,1612.0,24,7.0,Married,Master,3,0.4011,1.9671,0.4011,0
57,70821,Business,633.0,78308,1938.0,60,6.0,Single,PhD,1,0.3284,1.1057,0.3284,0
54,58345,Salaried,667.0,226237,1140.0,60,14.0,Divorced,High School,2,0.2345,3.8776,0.2345,0
40,88005,Salaried,658.0,415817,3995.0,84,3.0,Married,Master,1,0.5447,4.7249,0.5447,0
45,88027,Freelancer,579.0,156414,2069.0,48,5.0,Single,Master,0,0.282,1.7769,0.282,0
24,82072,Business,422.0,382634,1612.0,12,0.0,Single,Bachelor,1,0.2357,4.6622,0.2357,0
30,57761,Salaried,643.0,232411,697.0,60,3.0,Widowed,Bachelor,1,0.1448,4.0237,0.1448,0
30,200378,Business,605.0,765562,7439.0,48,5.0,Married,PhD,4,0.4455,3.8206,0.4455,0
44,61412,Salaried,518.0,47353,1880.0,60,8.0,Married,PhD,5,0.3674,0.7711,0.3674,0
41,77936,Self-Employed,463.0,155496,943.0,84,12.0,Single,Bachelor,0,0.1452,1.9952,0.1452,0
31,25645,Unemployed,628.0,82895,1052.0,84,12.0,Divorced,Bachelor,1,0.4923,3.2324,0.4923,0
47,76655,Self-Employed,653.0,344662,3635.0,60,14.0,Married,Master,5,0.569,4.4963,0.569,0
36,93074,Business,623.0,179402,3207.0,84,3.0,Married,High School,1,0.4135,1.9275,0.4135,0
46,78328,Business,637.0,217874,1652.0,24,3.0,Widowed,High School,1,0.2531,2.7816,0.2531,0
50,82797,Freelancer,686.0,278503,3276.0,12,2.0,Single,PhD,0,0.4748,3.3637,0.4748,0
36,18651,Unemployed,685.0,23025,516.0,120,16.0,Married,Master,3,0.332,1.2345,0.332,0
27,60143,Salaried,673.0,154787,83.0,120,10.0,Single,Master,1,0.0166,2.5736,0.0166,0
36,69121,Salaried,454.0,230621,2262.0,36,12.0,Married,Bachelor,2,0.3927,3.3365,0.3927,0
55,100197,Self-Employed,556.0,105387,3807.0,60,2.0,Single,Bachelor,2,0.4559,1.0518,0.4559,0
36,22447,Unemployed,850.0,31696,324.0,36,7.0,Divorced,PhD,0,0.1732,1.412,0.1732,0
60,61440,Salaried,634.0,56065,914.0,36,10.0,Married,Bachelor,0,0.1785,0.9125,0.1785,0
32,88752,Business,575.0,289196,1460.0,24,0.0,Married,Master,4,0.1974,3.2585,0.1974,0
55,62764,Business,683.0,272232,2131.0,84,5.0,Divorced,Bachelor,3,0.4074,4.3374,0.4074,0
41,36249,Salaried,616.0,85742,404.0,48,10.0,Widowed,High School,2,0.1337,2.3654,0.1337,0
63,20564,Self-Employed,589.0,63302,729.0,12,0.0,Married,High School,0,0.4254,3.0783,0.4254,0
